Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPVs;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado
Contrato para renovação do licenciamento do software IBM-SPSS/AMOS para a Universidade do Minho (Ajuste direto n.º DTSI -19/2015);Ajuste directo;Aquisição de bens móveis;"22456000-1, Licenças";Universidade do Minho (502011378);"PSE - PRODUTOS E SERVIÇOS DE ESTATÍSTICA, LDA (503323390)";"10.659,00 €";05-11-2015;22-10-2015;30 dias (30 dias);"Portugal, Braga, Braga";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de 1185 balões metereoloógicos.;Ajuste directo;Aquisição de bens móveis;"34722100-5, Balões";"Instituto Português do Mar e da Atmosfera, I. P. (510265600)";Telescan - Telecomunicações e Sistemas (501086595);"33.180,00 €";05-11-2015;21-07-2015;50 dias (1 mês e 19 dias);Portugal;"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Contrato de manutenção Laser Fotocoagulador Verde: Purepoint;Ajuste directo;Aquisição de serviços;"50000000-5, Serviços de reparação e manutenção";"Hospital do Divino Espiríto Santo de Ponta Delgada, E. P. E. (512103097)";ALCON PORTUGAL PROD EQUIP OFTA (501251685);"5.000,00 €";05-11-2015;15-10-2015;365 dias (1 ano);"Portugal, Região Autónoma dos Açores, Ponta Delgada";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Copos água e café-colheres-guardanapos-palhinhas;Ajuste directo;Aquisição de bens móveis;"19000000-6, Materiais têxteis, de couro, de plástico e de borracha";Centro Hospitalar do Oeste (510412009);"MUNDISAN, LDA (502729252)";"1.474,80 €";05-11-2015;08-09-2014;1 dias (1 dia);"Portugal, Leiria, Caldas da Rainha";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";09-09-2014;"1.474,80 €";;;;Não aplicável.;Não aplicável.;false
Aquisição de consumíveis informáticos;Ajuste directo;Aquisição de bens móveis;"30125100-2, Cartuchos de tinta (toner)";Instituto Politécnico de Leiria (506971244);"Centeque, Lda. (501726772)";"272,80 €";05-11-2015;29-10-2015;30 dias (30 dias);"Portugal, Leiria, Leiria";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Execução de ramais de águas residuais domésticas e pluviais em diversos locais do concelho de Palmela;Ajuste directo;Empreitadas de obras públicas;"45232452-5, Obras de drenagem";Camara Municipal de Palmela (506187543);"Eduardo Pires - Construções, Lda. (502856025)";"24.903,00 €";05-11-2015;04-09-2015;240 dias (7 meses e 27 dias);"Portugal, Setúbal, Palmela";"Artigo 19.º, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de luminárias de de tecnologia LED.;Concurso público;Aquisição de bens móveis;"34928500-3, Equipamento de iluminação pública";Município do Porto (501306099);"SCHRÉDER ILUMINAÇÃO, SA (500072760)";"569.974,28 €";05-11-2015;04-11-2015;1 dias (1 dia);"Portugal, Porto, Porto";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de 15 impressoras.;Ajuste directo;Aquisição de bens móveis;"30100000-0, Máquinas, equipamento e material de escritório, excepto computadores, impressoras e mobiliário";"ECALMA - Empresa Municipal de Estacionamento e Circulação de Almada, E.M. (507001206)";ANO - Sistemas de Informática e Serviços (503182710);"10.500,00 €";05-11-2015;04-09-2015;90 dias (2 meses e 29 dias);"Portugal, Setúbal, Almada";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";30-10-2015;"10.500,00 €";;;;Não aplicável.;Não aplicável.;false
Formação Profissional;Ajuste directo;Aquisição de serviços;"80000000-4, Serviços de ensino e formação";Associação para o Ensino Bento de Jesus Caraça (504643118);Anabela Rolo Abrantes (209202645);"4.847,50 €";05-11-2015;15-09-2015;318 dias (10 meses e 13 dias);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Aquisição de prestação de serviços de manutenção/assistência técnica ao equipamento de videovigilância de apoio ao sistema ""WATERNET - Security"" de suporte ao projeto ""Água Segura"" - 3.ª fase  ";Ajuste directo;Aquisição de serviços;"72590000-7, Serviços de informática prestados por profissionais";Serviços Municipalizados de Sintra (SMAS) (680000054);"Estec - Estudos e Tecnologias de Informação, Lda. (502423250)";"22.947,28 €";05-11-2015;30-10-2015;"510 dias (1 ano, 4 meses e 23 dias)";"Portugal, Lisboa, Sintra";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Fornecimento de energia elétrica em mercado liberalizado;Concurso público;Aquisição de serviços;"65310000-9, Distribuição de electricidade";Município de Barcelos (505584760);"EDP Comercial – Comercialização de Energia, S.A. (503504564)";"773.069,91 €";05-11-2015;18-09-2015;1095 dias (3 anos);"Portugal, Braga, Barcelos";"Artigo 22.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Serviços de tradução e revisão linguistica técnica de inglês para português do Manual de Planos de Segurança de Saneamento da OMS;Ajuste directo;Aquisição de serviços;"79530000-8, Serviços de tradução";Entidade Reguladora dos Serviços de Águas e Resíduos (504706322);"Acquawise Consulting, Lda. (509701671)";"8.800,00 €";05-11-2015;04-09-2015;40 dias (1 mês e 9 dias);"Portugal, Lisboa, Lisboa";"Artigo 27.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"O presente concurso tem por objeto a execução da empreitada de ""Beneficiação de Ruas, Estradas e Caminhos no Concelho de Albufeira"".";Concurso público;Empreitadas de obras públicas;"45233252-0, Pavimentação de ruas";Município de Albufeira (503539473);"Manuel António & Jorge de Almeida-Construções, SA (500177295)";"73.017,50 €";05-11-2015;03-11-2015;120 dias (3 meses e 28 dias);"Portugal, Faro, Albufeira";"Artigo 19.º, alínea b) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Fitomenadiona 2mg/0,2ml sol inj Fr 0,2 ml IM IV Oral";Ajuste directo;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"ROCHE Farmacêutica Quimica, Lda (500233810)";"1.644,00 €";05-11-2015;14-07-2015;60 dias (1 mês e 29 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Prestação de serviços de manutenção das aplicações Medidata;Ajuste directo;Aquisição de serviços;"72611000-6, Serviços de assistência técnica informática";Município de Portimão (505309939);"MEDIDATA.NET - Sistemas de Informação para Autarquias, S.A. (504990926)";"23.615,60 €";05-11-2015;27-10-2015;365 dias (1 ano);"Portugal, Faro, Portimão";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Prestação de Serviços de Reparação de Viaturas;Ajuste directo;Aquisição de serviços;"50110000-9, Serviços de reparação e manutenção de veículos e equipamento afim";Município de Vila Velha de Ródão (506642798);"José carlos Pinheiro, Lda. (506336670)";"3.056,39 €";05-11-2015;05-11-2015;5 dias (5 dias);"Portugal, Castelo Branco, Vila Velha de Ródão";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Participação do grupo musical Danças Ocultas e Orquestra Filarmonia das Beiras na terceira edição do evento Cidade das Tradições, que teve lugar entre 18 e 20 de setembro de 2015 no Parque de Jogos Primeiro de Maio em Lisboa. ";Ajuste directo;Aquisição de serviços;"79952100-3, Serviços de organização de eventos culturais";Fundação INATEL (500122237);"uguru II Produções Unipessoal, Lda (506398137)";"7.250,00 €";05-11-2015;11-08-2015;1 dias (1 dia);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de serviços de transporte e mudanças;Ajuste directo;Aquisição de serviços;"63521000-7, Serviços de agências de transporte de mercadorias";Direção-Geral de Energia e Geologia (600076610);"Transportes Rodrigues & Lourenço, Lda. (500885087)";"14.175,00 €";05-11-2015;27-10-2015;20 dias (20 dias);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
FORNECIMENTO DE GASÓLEO PARA AQUECIMENTO DAS ESCOLAS DO 1º CICLO E JARDINS-DE-INFÂNCIA DO CONCELHO DE CHAVES - ANO LETIVO 2015/2016;Ajuste directo;Aquisição de bens móveis;"09100000-0, Combustíveis";Município de Chaves (501205551);"PETRO-VILARANDELO COMBUSTÍVEIS LUBRIFICANTES E DERIVADOS, LDA (503689785)";"19.755,00 €";05-11-2015;30-10-2015;175 dias (5 meses e 22 dias);"Portugal, Vila Real, Chaves";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de diversos materiais de serralharia para reparação do coreto localizado no Jardim Pescador Olhanense ;Ajuste directo;Aquisição de bens móveis;"44190000-8, Materiais de construção diversos";Município de Olhão (506321894);"Andrade & Filhos, Lda. (500020884)";"7.530,00 €";05-11-2015;03-11-2015;57 dias (1 mês e 26 dias);"Portugal, Faro, Olhão";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Paliperidona várias Dosagens (CPA 2014/19);Ajuste directo;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"Janssen Cilag Farmacêutica, Lda (500189412)";"1.138,62 €";05-11-2015;14-07-2015;60 dias (1 mês e 29 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Consumíveis informáticos;Ajuste directo;Aquisição de bens móveis;"30125100-2, Cartuchos de tinta (toner)";Instituto Politécnico de Leiria (506971244);"Cigest - Centro de Informática e Gestão, Lda. (501321446)";"583,70 €";05-11-2015;19-10-2015;30 dias (30 dias);"Portugal, Leiria, Leiria";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";27-10-2015;"583,70 €";;;;Não aplicável.;Não aplicável.;false
"Aquisição de espectáculo de Comédia ""Absolutamente Fabuloso"" em Lisboa na Casa do Artista dia 31 de outubro de 2015 para comemoração do Dia do Idoso.";Ajuste directo;Aquisição de serviços;"92000000-1, Serviços recreativos, culturais e desportivos";Município de Monforte (506873412);"Cartaz-Produções de Espectáculos, Lda. (502720050)";"5.850,00 €";05-11-2015;30-10-2015;1 dias (1 dia);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Limpeza de derrocadas na ER 107, entre o Colmeal e o Curral das Freiras, no dia 21 de outubro de 2015 - SRAPE-DRE 0892/INF/DSCE/2015 de 2015/10/23.";Ajuste directo;Aquisição de serviços;"90611000-3, Serviços de limpeza de ruas";Secretaria Regional dos Assuntos Parlamentares e Europeus (671001329);"Irmãos Abreu Henriques, Lda. (511168888)";"198,00 €";05-11-2015;21-10-2015;1 dias (1 dia);"Portugal, Região Autónoma da Madeira, Câmara de Lobos";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Serviços de interpretação simultânea e de locação do respetivo equipamento.;Ajuste directo;Locação de bens móveis<br/>Aquisição de serviços;"79530000-8, Serviços de tradução<BR/>32331300-5, Aparelhos para reprodução de som";Município do Porto (501306099);Universidade do Porto (501413197);"12.192,00 €";05-11-2015;30-10-2015;6 dias (6 dias);"Portugal, Porto, Porto";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
empreitada para a pintura de salas de aula da escola do bairro da Conceição;Ajuste directo;Empreitadas de obras públicas;"45442100-8, Obras de pintura";Junta de Freguesia de São Sebastião (Setúbal) (501168508);"Viez e Filhos, Ldª (506240541)";"2.487,00 €";05-11-2015;15-10-2015;15 dias (15 dias);"Portugal, Setúbal, Setúbal";"Artigo 19.º, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Contrato de manutenção do Equipamento de urodinâmica;Ajuste directo;Aquisição de serviços;"50000000-5, Serviços de reparação e manutenção";"Hospital do Divino Espiríto Santo de Ponta Delgada, E. P. E. (512103097)";"ACORMEDICA, LDA (512097747)";"4.176,00 €";05-11-2015;15-10-2015;365 dias (1 ano);"Portugal, Região Autónoma dos Açores, Ponta Delgada";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Fornecimento de produtos alimentares (Lote n.º 01 - Pescado Fresco), para os Serviços de Ação Social da Universidade de Lisboa, no ano 2014";Concurso público;Aquisição de bens móveis;"15000000-8, Produtos alimentares, bebidas, tabaco e produtos afins";Serviços de Ação Social da Universidade de Lisboa (510762980);Mafripeixe - Comércio de Peixe Lda  (501561358);"8.833,25 €";05-11-2015;03-02-2014;332 dias (10 meses e 27 dias);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Formação Profissional;Ajuste directo;Aquisição de serviços;"80000000-4, Serviços de ensino e formação";Associação para o Ensino Bento de Jesus Caraça (504643118);Joao Nuno Fontes Represas Brandao (135681952);"6.954,00 €";05-11-2015;15-09-2015;318 dias (10 meses e 13 dias);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de medicamentos para a farmácia do HP para 2015;Ajuste directo;Aquisição de bens móveis;"24000000-4, Produtos químicos";Direção-Geral de Reinserção e Serviços Prisionais (600085171);Siderma - Sociedade Industrial de expansão Farmaceutica S.A. (500717419);"220,00 €";05-11-2015;17-07-2015;365 dias (1 ano);"Portugal, Lisboa, Oeiras";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Azoto Liquido;Ajuste directo;Aquisição de bens móveis;"24111800-3, Azoto líquido";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"Praxair Portugal Gases, S.A. (501738916)";"53,55 €";05-11-2015;14-07-2015;2 dias (2 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Consumíveis informáticos ;Ajuste directo;Aquisição de bens móveis;"30125100-2, Cartuchos de tinta (toner)";Instituto Politécnico de Leiria (506971244);"Reproset - Comércio consumíveis informáticos, Lda. (506448665)";"264,00 €";05-11-2015;19-10-2015;30 dias (30 dias);"Portugal, Leiria, Leiria";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";23-10-2015;"264,00 €";;;;Não aplicável.;Não aplicável.;false
Aquisição de discos metálicos;Ajuste directo;Aquisição de bens móveis;"14620000-3, Ligas";"Imprensa Nacional - Casa da Moeda, S. A. (500792887)";"COMPAÑIA EUROPEA DE COSPELES, SA (ESA82244369)";"22.381,00 €";05-11-2015;19-06-2015;12 dias (12 dias);"Portugal, Lisboa, Lisboa";"Artigo 26.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Levotiroxina Sódica 0.025mg Comp.;Ajuste directo;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"MERCK, S.A. (500650870)";"102,90 €";05-11-2015;14-07-2015;60 dias (1 mês e 29 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Consumíveis informáticos;Ajuste directo;Aquisição de bens móveis;"30125100-2, Cartuchos de tinta (toner)";Instituto Politécnico de Leiria (506971244);"Centeque, Lda (501726772)";"598,40 €";05-11-2015;29-10-2015;30 dias (30 dias);"Portugal, Leiria, Leiria";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Contrato de manutenção para Equipamento Laser do Serviço de Dermatologia;Ajuste directo;Aquisição de serviços;"50000000-5, Serviços de reparação e manutenção";"Hospital do Divino Espiríto Santo de Ponta Delgada, E. P. E. (512103097)";"MEDICINALIA-CORMEDICA,LDA (500684324)";"2.500,00 €";05-11-2015;15-10-2015;365 dias (1 ano);"Portugal, Região Autónoma dos Açores, Ponta Delgada";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Aquisição de equipamento para assegurar a manutenção de áreas verdes, jardins, cemitérios e pavimentos da cidade do Porto, fracionado em lotes.";Ajuste directo;Aquisição de bens móveis;"16160000-4, Equipamento diverso de jardinagem";Município do Porto (501306099);"Michaelis & Martins, Lda (505187671)";"9.350,00 €";05-11-2015;04-11-2015;30 dias (30 dias);"Portugal, Porto, Porto";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Fornecimento de energia elétrica em mercado liberalizado;Concurso público;Aquisição de serviços;"65310000-9, Distribuição de electricidade";Município de Barcelos (505584760);"Galp Power, S.A. (504723456)";"15.706,89 €";05-11-2015;18-09-2015;1095 dias (3 anos);"Portugal, Braga, Barcelos";"Artigo 22.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
040208872014 -Sistemas de Aspiradores de Trombos;Ajuste directo;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar e Universitário de Coimbra, E. P. E. (510103448)";"TERUMO EUROPE ESPANHA/ PORTUGAL (980472024), UP MEDICAL - COMERCIAL. DISPOSITIVOS MEDICOS, LDA (506921069), WORLD MEDICA, S. L. (B82612599), MEDTRONIC PORTUGAL, LDA (504223933)";"69.940,00 €";05-11-2015;04-09-2014;365 dias (1 ano);"Portugal, Coimbra, Coimbra";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição Serviços de Seguros;Ajuste directo;Aquisição de serviços;"66510000-8, Serviços de seguros";Município de Alcácer do Sal (502150319);Fidelidade-Companhia de Seguros (500918880);"21.010,30 €";05-11-2015;30-10-2015;60 dias (1 mês e 29 dias);"Portugal, Setúbal, Alcácer do Sal";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"1.	O objecto do contrato a celebrar, referente ao procedimento de ajuste directo para a Aquisição de Serviços relativos a Fornecimento de Serviços de Ensino de Natação, Hidroginástica, Fitness e Ginásio, época 2015/2016, deverá obedecer ao seguinte:  •	Ministrar aulas de fitness, natação e/ou ginásio; •	Apoiar as actividades e eventos integrados nos serviços desportivos, quando solicitado; •	 Exercer as demais funções que lhe forem confiadas, devidamente relacionadas com o serviço em causa. ";Ajuste directo;Aquisição de serviços;"80000000-4, Serviços de ensino e formação";Tempo Livre Fisical Centro Comunitário de Desporto e Tempos Livres CIPRL (505197200);Hélder António Mendes da Silva (218834730);"9.450,00 €";05-11-2015;30-10-2015;320 dias (10 meses e 15 dias);"Portugal, Braga, Guimarães";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Consumíveis informáticos;Ajuste directo;Aquisição de bens móveis;"30125100-2, Cartuchos de tinta (toner)";Instituto Politécnico de Leiria (506971244);"Centeque, Lda. (501726772)";"426,80 €";05-11-2015;29-10-2015;30 dias (30 dias);"Portugal, Leiria, Leiria";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Lente de 3 espelhos;Ajuste directo;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar e Universitário de Coimbra, E. P. E. (510103448)";"Grupo Taper, Lda. (506886336)";"354,05 €";05-11-2015;05-11-2015;30 dias (30 dias);"Portugal, Coimbra, Coimbra";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de Medicamentos;Ajuste directo;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Hospital Distrital de Santarém, E. P. E. (506361462)";ROCHE FARMACEUTICA QUIMICA (500233810);"300,00 €";05-11-2015;22-01-2014;343 dias (11 meses e 8 dias);"Portugal, Santarém, Santarém";"Artigo 26.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de serviços - Custos anuais c/o ALD das máquinas fotocopiadoras da Sede e do eEgipto;Ajuste directo;Aquisição de serviços;"50000000-5, Serviços de reparação e manutenção";Direção-Geral de Alimentação e Veterinária (600045234);CANON (507477740);"56.978,76 €";05-11-2015;27-06-2014;365 dias (1 ano);"Portugal, Lisboa, Amadora";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Fornecimento de 11 (onze) controladores para o sistema SINCRER;Ajuste directo;Aquisição de bens móveis;"32000000-3, Equipamento de rádio, televisão, comunicação, telecomunicações e afins";Autoridade Nacional de Comunicações (502017368);"Tempoel, Lda. (504646656)";"14.032,37 €";05-11-2015;20-10-2015;20 dias (20 dias);"Portugal, Lisboa, Oeiras";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Fornecimento de produtos alimentares (Lote n.º 02 - Pescado congelado), para os Serviços de Ação Social da Universidade de Lisboa";Concurso público;Aquisição de bens móveis;"15000000-8, Produtos alimentares, bebidas, tabaco e produtos afins";Serviços de Ação Social da Universidade de Lisboa (510762980);Quadragel - Comércio de Produtos Congelados Lda  (506627632);"66.414,45 €";05-11-2015;03-02-2014;332 dias (10 meses e 27 dias);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de Medicamentos;Ajuste directo;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Hospital Distrital de Santarém, E. P. E. (506361462)";LABORATORIOS EDOL (507072642);"248,00 €";05-11-2015;22-01-2014;343 dias (11 meses e 8 dias);"Portugal, Santarém, Santarém";"Artigo 26.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
AP 1447 - Aquisição  de 2000 unidades de Amicacina 250 mg/ml Sol inj 2 ml IM IV;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Administração Regional de Saúde do Norte, I. P. (503135593)";"Hikma farmaceutica, Lda (502266791)";"1.180,00 €";05-11-2015;04-08-2015;90 dias (2 meses e 29 dias);"Portugal, Porto, Maia<BR/>Portugal, Vila Real, Vila Real";Artigo 259.º do Código dos Contratos Públicos;;;;;;1326195;ACORDO QUADRO PARA FORNECIMENTO DE MEDICAMENTOS ANTI-INFECIOSOS: EXCETO ANTIVÍRICOS E ANTIFÚNGICOS ÀS INSTITUIÇÕES E SERVIÇOS DO SERVIÇO NACIONAL DE SAÚDE;false
Aquisição de 500000 pedras de calçada;Ajuste directo;Aquisição de bens móveis;"44113130-5, Pedra de calçada";Município de Penalva do Castelo (506792404);"GraniGomes - Preparação de granitos, Lda. (510617581)";"27.850,00 €";05-11-2015;05-11-2015;269 dias (8 meses e 25 dias);"Portugal, Viseu, Penalva do Castelo";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Formação Profissional;Ajuste directo;Aquisição de serviços;"80000000-4, Serviços de ensino e formação";Associação para o Ensino Bento de Jesus Caraça (504643118);Márcia Gato Brás (233853197);"5.548,00 €";05-11-2015;15-09-2015;318 dias (10 meses e 13 dias);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Construção de Parque Infantil na Escola EB1/JI Cesário Verde, em Caneças";Ajuste directo;Empreitadas de obras públicas;"45236290-9, Reparação de zonas de recreio";Município de Odivelas (504293125);"Obragoito, Lda (502533943)";"12.296,50 €";05-11-2015;02-10-2015;15 dias (15 dias);"Portugal, Lisboa, Odivelas";"Artigo 19.º, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Fornecimento de Mobiliário Escolar;Ajuste directo;Aquisição de bens móveis;"39160000-1, Mobiliário escolar";Secretaria Regional dos Assuntos Parlamentares e Europeus (671001329);"CARTONADA - PAPELARIA, LDA (511081200)";"45.939,40 €";05-11-2015;03-11-2015;40 dias (1 mês e 9 dias);"Portugal, Região Autónoma da Madeira, Funchal";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos e artigo 4.º, nº 1 do DLR nº 34/2008/M, de 14.08";;;;;;Não aplicável.;Não aplicável.;false
Prestação de serviços em regime de avença na área de Manutenção e Produção da ANAC;Ajuste directo;Aquisição de serviços;"75000000-6, Serviços relacionados com a administração pública, a defesa e a segurança social";Autoridade Nacional de Aviação Civil (504288806);Álvaro Gomes Fojo Branco (105561258);"37.977,60 €";05-11-2015;02-11-2015;365 dias (1 ano);Portugal;"Artigo 27.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de Serviços de Integração e Licenças para Alargamento do n.º de Unidades Locais com Video-Vigilância do Projeto “Água Segura” com Integração no Sistema “Waternet Security” de Suporte à Telegestão dos SMAS de Sintra - FASE VI  ;Ajuste directo;Aquisição de bens móveis;"32323500-8, Sistema de vigilância por vídeo";Serviços Municipalizados de Água e Saneamento da Câmara Municipal de Sintra (680000054);"Estec - Estudos e Tecnologias de Informação, Lda. (502423250)";"29.942,50 €";05-11-2015;30-10-2015;"510 dias (1 ano, 4 meses e 23 dias)";"Portugal, Lisboa, Sintra";"Artigo 26.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de medicamentos para a farmácia do HP para 2015;Ajuste directo;Aquisição de bens móveis;"24000000-4, Produtos químicos";Direção-Geral de Reinserção e Serviços Prisionais (600085171);Laboratório Medinfar- Produtos Farmaceuticos S.A. (500384045);"2.498,20 €";05-11-2015;17-07-2015;365 dias (1 ano);"Portugal, Lisboa, Oeiras";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
